Sentences,Frame
"Among those tipped to become the new party chief is Mr Wolfgang Berghofer , Dresden 's reformist mayor . ",Leadership
It was the first time the city had unseated an incumbent mayor since 1943 . ,Leadership
Today the Royalists were back in Worcester … to escort the present mayor to London … he 's been invited to take part in the civil war anniversary celebrations at the palace of Westminster . ,Leadership
"Horne did not tell the mayor about this , his wife did . ",Leadership
"A former member of the Italian Communist Party , he had become mayor in early 1991 , having switched to the PSI . ",Leadership
"Although they privately felt that they themselves would properly decide the fate of the territories , even the most conservative mayors began to acknowledge the PLO . ",Leadership
"The Mayor , Ald. Cocker , known as ` The Father of Blackpool "" , was not impressed and wagered John Bickerstaffe that the new tramway would not last more than two years ! ",Leadership
"` Ah , hmm , "" replied the mayor thoughtfully . ",Leadership
"Measures taken by the authorities against the itinerant traders led to a crisis in the city government , as a result of which the Socialist mayor , Giorgio Morales , was forced to resign . ",Leadership
"Six people were killed and dozens more reportedly injured in further bomb attacks and shootings in Lima , Cuzco , Ayacucho and the Andean village of Huasta , whose mayor was assassinated . ",Leadership
"But , Gov . Donald Carcieri , Providence Mayor David Cicilline and others told Chairwoman Susan Collins of Maine and Rhode Island Sen . Lincoln Chafee , they need more federal money , they need it to come faster when disaster strikes and they need a steady stream they know they can rely on from year to year .",Leadership
"Jerusalem 's mayor , Teddy Kollek , spent the next 25 years orchestrating a vast program of development , adding new cultural institutions and parks and instituting neighborhood restoration projects while tirelessly mediating the concerns of Jerusalem 's many communities .",Leadership
"The deputy mayor of the town , Panayiotis Bitakos , told Skai TV that `` I call on all residents to follow the instructions of the police as to where they will go .",Leadership
"Los Angeles Mayor Antonio Villaraigosa expressed concerns that Los Angeles was on the verge of a blackout , and California Governor Arnold Schwarzenegger has declared the situation a state of emergency .",Leadership
"A precedent was set in 1337 when the commanders of an army going to Scotland were engaged by contract , but their troops were raised by array . ",Leadership
"On Sept. 22 , 1989 , Gen. ( retd ) Lucio Añez was appointed new commander of the special forces combating drug trafficking . ",Leadership
"Paul , 33 , station commander at Horwich , near Bolton , added : ` Anybody would do the same . ",Leadership
"The Army 's interim commander at the base , Lieutenant Colonel John Middleditch , yesterday revealed that £50 million has been earmarked by the Government for building and refurbishment work on the base . ",Leadership
"Patrick Sweeney , 42 , has been appointed divisional commander at Harrogate . ",Leadership
"Mr Peter Haliday , the district police commander for the area surrounding the Whitehead Detention Centre , Hong Kong 's largest camp for boat people , said the victims were attacked in their sleep by 10 men . ",Leadership
"` It 's a scary proposition , "" said Jack Seamans , Chicago police commander for special events . ",Leadership
"A platoon commander in the 3rd Parachute Battalion , he was among the only company of Allied soldiers to reach the bridge where he and his comrades came under heavy fire . ",Leadership
"Prince Eugene of Savoy , until his death in 1736 the most famous commander in Europe , had to wear civilian dress when he appeared at the Habsburg court . ",Leadership
"Unsuccessful talks between naval commanders in Sevastopol on April 8 ended , according to Russia 's Radio , with the emergence of serious disagreements . ",Leadership
"The supreme commander of Thailand 's armed forces , Gen Suchinda Kraprayoon , became prime minister yesterday , dashing hopes that recent elections would return the country to full democracy . ",Leadership
"I was met at the door by the commander of the bodyguard , who introduced me to the domestic staff -- the cooks , the maids , the rest of the bodyguard and the gardener . ",Leadership
Trouble was that Mrs Sharon Rogers ' husband had been commander of the U. S. S. Vincennes . ,Leadership
"Harry Paget , Earl of Uxbridge and commander of the British cavalry , was second in command to the Duke . ",Leadership
"Lord Aldington was asked what he knew about the Yugoslavs who had been repatriated by the British Eight Army 's V Corps while he was chief of staff to its commander , General Sir Charles Keightley . ",Leadership
"NATO 's commanders say that the missiles are there to deter , to prove to the Soviet Union that the West can knock out ports , factories and other ` strategic "" targets with pinpoint accuracy . ",Leadership
"The interest of some countries , notably Romania , in a doctrine of ` national defence "" has not impressed Poland 's military commanders any more than it has their Soviet patrons . ",Leadership
"As our pick-up ti me approached we mustered under our patrol commander and soon moved back to base , tired but satisfied that we 'd done a good job . ",Leadership
By using his head Private W. Ray led the detached party past several German posts to rejoin his platoon commander . ,Leadership
I met the company commander ; I told him I had brought up some grenades and barbed-wire ; I asked where I was to put them . ,Leadership
"` Bloody hell , "" cried the Special Forces commander . ",Leadership
It was a relief not to have to soothe and propitiate an experienced detective who could hardly be expected to welcome a commander from the new C1 squad intruding on his patch . ,Leadership
"At Plumford , they bombarded the commander with questions about it . ",Leadership
"His commander on that mission , Lt Alex Watts , of Mold , was awarded the Queen 's Gallantry Medal in the honours announced at the weekend . ",Leadership
"It was a miracle no-one was killed , said one police commander . ",Leadership
"Although nuclear weapons were never used in Korea , American political leaders and military commanders threatened to use nuclear weapons to end the Korean War on terms favorable to the United States .",Leadership
"However , a 2002 report from the commander of U.S. Forces in Korea , General Thomas A. Schwartz , also suggests that North Korea is self - sufficient only in World War I era CW agents -- these would include compounds such as phosgene , Lewisite , and mustard blister agents , but not the more potent nerve agent classes .",Leadership
"The only person you can discuss work with is your direct commander ( Amir ) , unless you are asked to do otherwise or if your work demands participation of others , and then through guidance of the leadership .",Leadership
"7- Safeguard AL-QAEDA 's general funds and do not mishandle these funds. ( Albukhairi ) 8- Sincerity in providing advice to commanders and to your brethren in AL-QAEDA , without harboring deception .",Leadership
"2- Disputes related to AL-QAEDA missions between member brethren should be judged by qualified personnel , which is carried out by the immediate commander ( Amir ) of the conflicting parties .",Leadership
"According to what has been previously mentioned , than AL-QAEDA secures the pledge of its followers , which includes commitment to its policies and objectives preceded by the commander 's ( Amir ) pledge .",Leadership
"He was accompanied by his Secretary , Dr. David Buxton , formerly headmaster at the Liverpool Institution for the Deaf and Dumb , who had become a convert to oral methods . ",Leadership
The headmaster at the school gave a talk to all the children and issued a warning to them to beware of the Rottweiler breed in particular . ,Leadership
"Her husband Ronnie , once headmaster at the local grammar school , is still in a coma after the bombing . ",Leadership
The bishop was headmaster of Winchester College at the time that Ramsey 's brilliant brother Frank was a scholar . ,Leadership
"` We 're fighting a losing battle , "" says Richard Tomlinson , headmaster of the Thomas Delarue School for young people with cerebral palsy . ",Leadership
"On 5 February 1900 Mr Thomas Box , then headmaster of Kidlington School , made this entry in his log-book : ",Leadership
I 've now received the acceptance from the headmaster of the Secondary School . ,Leadership
The Reverend Hugh Ross was headmaster of the local boys ' boarding school in Meath . ,Leadership
Earlier this week I received a letter from the headmaster of the Cardinal Newman School in Hove . ,Leadership
William Temple came at the age of 28 and was headmaster from 1911 to 1914 . ,Leadership
"He was a gifted , humane , and exciting headmaster with a talented staff : the school was a triumph . ",Leadership
His elder brother Charles ( died 1894 ) was headmaster of Westminster School from 1855 to 1883 . ,Leadership
The headmaster issued a brief and dignified press statement which avoided confirming that the letter was genuine and regretted the entire incident . ,Leadership
The headmaster looked suddenly serious . ,Leadership
"Laniel became premier in 1953 , announcing that his government ` was ready to seize all occasions to make peace , whether in Indo-China or at the international level "" . ",Leadership
"Lurking four rows back in the Conservative backbenches , Mr Lamont was in a perfect position to stab the Premier in the back , and then twist the knife . ",Leadership
He now became premier of a broad Cabinet responsible to the president : virtually a return to 1945 . ,Leadership
"The ALP 's replacement of Peter Dowding , its unpopular Premier of Western Australia , shortly before the campaign began [ see p. 37250 ] , minimized its losses within the state . ",Leadership
Vo Van Kiet visited Malaysia on Jan. 20-23 ; the last visit by a Vietnamese Premier to Malaysia had taken place in 1978 . ,Leadership
"THE pressure on Germany 's finance minister , Theo Waigel , to return to Bavaria as state premier is of the cost-push , not the demand-pull variety . ",Leadership
Bavaria 's conservatives are losing their state premier and the opposition Social Democrats their leader . ,Leadership
"Harold Brooks-Baker , publishing director of Burke 's Peerage , accused the Premier of palming off the British people with a phoney version of the truth . ",Leadership
"Shadow Northern Ireland Secretary Kevin McNamara said he understood Unionist MPs ' remarks in the context of the forthcoming local government elections , but he praised the Irish premier for making a ` sensible "" speech . ",Leadership
"She apparently read every civil-service memorandum , personally confronted or abused officials , and intervened in departmental affairs as few premiers had done since Sir Robert Peel . ",Leadership
"On the other hand , tasks of party management and maintaining Cabinet cohesion are more insistent , though perhaps less so than for a German Chancellor or Italian Premier . ",Leadership
"LINDA McCartney , wife of former Beatle Paul McCartney , has written to Australian Prime Minister Paul Keating to express disgust at the premier 's investment in a pig farm . ",Leadership
Wilson also met Chinese Premier Li Peng on June 8 . ,Leadership
QN : Did the Chinese Premier say the protests should give Tokyo serious pause for thought about its bid for the UNSC ?,Leadership
He secured his most spectacular coup in 1872 when he won a concession from the shah of Persia covering the exploitation of all industrial and mineral rights . ,Leadership
"The Shah of Iran sought to buy a hefty stake in Daimler , Germany 's most prestigious company . ",Leadership
"A Rolls-Royce accompanied by a police motorcycle whisked the Shah of Iran quickly away , and the chairman discreetly waved his farewell . ",Leadership
"In 1951 , the Prime Minister of Iran , Muhammad Mossadegh , had nationalized the British-owned Anglo-Iranian Oil Company , and in the subsequent crisis the pro-Western Shah of Iran had been forced to flee the country . ",Leadership
In September 1962 the USSR was also gratified by a pledge given by the Shah of Iran not to permit the establishment of foreign missile bases of any sort on its territory . ,Leadership
He was received by the Shah in Library of the Dar Salaam Palace . ,Leadership
Reports reached Washington that the Shah was hoping for a restoration similar to that which occurred in 1953 . ,Leadership
Zahedi advised the Shah to stay in Morocco . ,Leadership
"In 1973 , spurred by an influx of oil revenues , the Shah of Iran embarked on an ambitious goal of modernizing the country and building its image abroad .",Leadership
"The Shah set his goal high : `` ... get , as soon as possible , 23,000 MW from nuclear power stations . ''",Leadership
"There was the Bishop of Limerick defending the Easter Rising , a man who thirty years before had been speaking out against resistance to civil authority . ",Leadership
"With fitzAlan , de Villiers and a chastened but still influential Bishop of Winchester listening to every word , Isabel had answered as best she could in the hope that by doing so she might appease her conscience . ",Leadership
"With the consent of the Bishop of Ely , who was Edward Wynn , the Bishop of Durham came to Howfield and confirmed his father and ministered the sacrament to him . ",Leadership
"The Catholic bishops of Malawi have launched their own ` Liberation Theology "" that deplores official repression . ",Leadership
"Although Carloman had an infant son , the nobles and bishops of Alamannia and Burgundy immediately travelled to Corbeny-sur-Aisne to do homage to Charles . ",Leadership
"Richard de Bury , later bishop of Durham , profited from his diplomatic missions to the French court by buying and exchanging books in Paris . ",Leadership
"With the exception of the queen herself and her brother , Lionel bishop of Salisbury , the whole family apparently suffered forfeiture . ",Leadership
"The parents then appealed to Robert Bloet , bishop of Lincoln , who also declared in her favour . ",Leadership
"Here all ten bishops of the province of Rheims agreed to the reinstatement of Ebbo , the fallguy of 834--5 . ",Leadership
"We took advice from other friends , including our bishop , James Roxburgh , who all encouraged us to press ahead . ",Leadership
The Irish Roman Catholic Church bishops yesterday made clear their disapproval of the form of wording chosen by the government to permit abortions in cases where the life of a mother-to-be is at risk . ,Leadership
The Low Church bishops proved to be valuable Parliamentary allies to the Whigs . ,Leadership
"One of the suffragan bishops , the Right Reverend Peter Vaughan , Bishop of Ramsbury since April 1989 , says rather the same thing more obliquely . ",Leadership
Difficulties facing bishops could escalate when central and local politics overlapped . ,Leadership
"Indeed , it was not uncommon for Irish abbots actually to have bishops under their jurisdiction . ",Leadership
Yet he had no constitutional place in advising the Queen on the choice of bishops . ,Leadership
The bishops hired spies and informers to track down dissenting preachers and bring them to trial . ,Leadership
2 ) Congressional representatives have two basic responsibilities while voting in office -- dealing with national issues ( programmatic actions such as casting roll call votes on legislation that imposes costs and/or confers benefits on the population at large ) and attending to local issues ( constituency service and pork barrel ) .,Leadership
"3 ) Republican congressional representatives , because of their belief in a minimalist state , are less willing to engage in local benefit-seeking than are Democratic members of Congress .",Leadership
"Second , it explains why voters hold Congress in disdain but generally love their own congressional representatives : Any individual legislator 's constituents appreciate the specific benefits that the legislator wins for them but not the overall cost associated with every other legislator doing likewise for his own constituency .",Leadership
Commissioner of the NSW Rural Fire Service said fire fighters had made a brave effort to contain the fire .,Leadership
"All site workers were evacuated without injury , according to Fire and Rescue NSW Superintendent Ian Krimmer .",Leadership
so often i think though elderly people do n't realize that their diet is that bad i work with a lot of elderly people i 'm a trust officer,Leadership
"An inside story at the WP piggybacks on a story in this week 's New Republic amassing strong evidence that Tom DeLay , a leading congressional doubter of President Clinton 's truthfulness under oath , said under oath in a civil case that he was not an officer of a Texas pest control company even though at about the same time he reported to Congress that he was the company 's chairman .",Leadership
"But I suggested that Time might want to make a contribution to one of the charities of which I am an officer and director , Recording for the Blind & Dyslexic .",Leadership
"The central issue of the federal bench financial data case -- whether dissemination via the Web poses some sort of extra danger not posed by paper -- is also raised in a front-page WSJ feature about a recently discovered scam in which someone applied for and got and used credit cards in the names of the top U.S. military officers , including more than 75 generals and admirals .",Leadership
"An ATF officer told the Times that the survey did not take enough into account , like understaffing or the number of cases referred to state officials .",Leadership
He had trouble getting any Directorate of Operations officer to run it ; he finally recruited a former analyst who was then running the Islamic Extremist Branch of the Counterterrorist Center .,Leadership
"This had strong and immediate effects , loosening the loyalties of senior officers to their separate services and causing them to think more broadly about the military establishment as a whole .",Leadership
VBA attributes the increased number of appeals resolved at the regional office level to the efforts of its decision review officers .,Leadership
"FBI agents did create records of interviews and other investigative efforts , but there were no reports officers to condense the information into meaningful intelligence that could be retrieved and disseminated .",Leadership
"The writer notes that his cousin , an 18 - year Army officer , attended college and graduate school for free , and that given the tax advantages of a military salary , his pay of $54 , 792 is actually equivalent to a civilian salary of just under $94,000 a year .",Leadership
"In theory , the chairman of the Joint Chiefs at that time , Colin Powell , was an obedient officer ranking directly below Clinton in the chain of command .",Leadership
"But a senior Joint Staff officer described the plan as `` generally , not too much different than we might have come up with ourselves . ''",Leadership
and and it was very interesting how he did it and uh i mean i 'm i 'm an Air Force officer so it uh it was interesting for me uh you know i 'd certainly,Leadership
"Monday , he cited published reports that `` Clinton administration Cabinet officers are being asked to arrange their travel schedules and public announcements so the vice president can finance his political campaign with taxpayer dollars when his funds run out . ''",Leadership
that they uh i go on i 'm an officer in the Air Force and travel quite a bit on business so i uh find myself down in Melbourne Florida every about once once a month once every two months or so and uh,Leadership
"If convicted , the officer could receive a dishonorable discharge and almost four years in prison .",Leadership
"A onetime special forces officer , he had worked with Albright when she was ambassador to the United Nations and had served on the NSC staff with rke .",Leadership
"As commander in chief , a president is giving orders , in effect , or he is the superior of the officers that are reporting to the commander in chief in the chain of command .",Leadership
§ 716 does not include the Vice President because he is a constitutional officer of the government .,Leadership
"But the OSS internal liaison officer reasoned , `` Look , bud , do you know who you 're dealing with here ? ''",Leadership
"30 This provision clearly bears the imprint of Kantian moral philosophy , which treats respect for human dignity as an absolute duty of all individuals , including officers of the state .",Leadership
"'' But critics have since questioned the need for the United States to maintain the 45 - square - foot military base [ at Guantanamo , Cuba ] -- whose day - to - day mission , officers say , is primarily Naval fleet training . ''",Leadership
"The Italian Army was the least well prepared of the combatants , lacking artillery , machine guns , trucks , and properly trained officers , but the infantry showed remarkable courage in the trenches .",Leadership
"The goal of the American Cancer Society , __ Unit , is to reach the employees and officers of every business in the county with important cancer information .",Leadership
"As one military officer put it , we had our hand on the door , but we could n't open the door and walk in .",Leadership
"The major exception : the turn - of - the - century Officers Section , which is crowded with lavish markers . These stone angels , huge crosses , marble cannonballs -- and even a cannon -- were paid for by soldiers ' families .",Leadership
"The paper reports that the case is being watched closely in Congress , where there are concerns that officers get treated more leniently than enlisted men .",Leadership
"Kelly Flinn does not excuse the Air Force pilot , but emphasizes that her superior officers treated her clumsily , and that her lover Michael Zigo was `` a cad . ''",Leadership
"Where no match is found , the travel office ( or certifying officer ) could request the hotel receipts to verify outoftown lodging costs .",Leadership
"More surprisingly , there is not a single mention of the most important public event for Degas during the 1890s , the Dreyfus affair , when Degas did n't just look like a dog but behaved like one , cutting off Jewish friends of long standing and adamantly insisting ( along with Paul Cézanne and Renoir ) on the guilt of the Jewish army officer falsely accused of treason .",Leadership
"Novelist Lucian Truscott IV , a former Army officer and son and grandson of generals , writes a NYT op-ed in support of the Clinton administration 's latest assault weapons ban .",Leadership
Officers perennially gripe about the abrasive and unsympathetic qualities of job toilet paper .,Leadership
"My husband served as a commanding officer of a CG cutter , 1980 - 82 .",Leadership
"But in particular , officers , soldiers and sea men receive pension when they are disabled for further services .",Leadership
"Prior to that , disbursing officers usually approved vouchers for payment .",Leadership
"Each toxicity test laboratory should ( 1 ) appoint a quality assurance officer with the responsibility and authority to develop and maintain a QA program , ( 2 ) prepare a quality assurance plan with stated data quality objectives ( DQOs ) , ( 3 ) prepare written descriptions of laboratory standard operating procedures ( SOPs ) for culturing , toxicity testing , instrument calibration , sample chain - of - custody procedures , laboratory sample tracking system , glassware cleaning , etc. , and ( 4 ) provide an adequate , qualified technical staff for culturing and toxicity testing the organisms , and suitable space and equipment to assure reliable data .",Leadership
"The trouble is that Kalugin helped plan the kidnapping of Nicholas Shadrin , a former Soviet naval officer who was a highly - valued double agent for the CIA .",Leadership
"It was rebuilt in 1841 and restored in 1934 as a tourist attraction , with a diorama of the Battle of York and authentically furnished 19th - century officers ' quarters , log cabins , and military surgery .",Leadership
"In Birmingham in 1918 it was possible to buy a manual designed to enable local speakers to correct their accents , since , as its author claimed , `` to no one is the absence of local dialect more important than to the young officer in the army '' .",Leadership
"The program thought it could do this by a ) making us watch Pepsi - sponsored movies featuring anti - drug propaganda and shrewd product placement ; b ) reinforcing the most obnoxious cliques on campus by choosing all the `` All Star '' officers from a popular group of athletes and cheerleaders ( on average , B and C students who drank , smoked , and skipped class ) ; c ) doing everything possible to conceal the fact that high school 's purpose is education ; and d ) giving us the opportunity to buy as much `` All Star '' merchandise as our parents could afford .",Leadership
well it 's uh we have uh uh kind of a core group that that serves as quote officers of the organization and they plan the reunions they,Leadership
"Everybody makes front - page mention of yesterday 's surprise resignation by the Air Force 's top officer , Gen .",Leadership
"[ FBI Officer Fox , speaking on the MacNeil/Lehrer News Hour , 13 December 1994 . ]",Appellations
"Rehabilitation officer Margaret Harding , 64 , was not meant to know that a special presentation had been organised , but word soon got out .",Appellations
Mine hunting director petty officer Simmo Simmons calls up the image on to his table screen .,Appellations
"Dog attack : RSPCA officer Albert Morland was savaged by a dog after calling at a home in Aigburth , Liverpool .",Appellations
BMC access officer Bill Wright has ascertained that the caves to be ( or not to be ? ) blown up lie below and to the side of the main embankments of Hodge .,Appellations
According to British Rail press officer Sue McInstry the term was filched from the navy .,Appellations
"Wirral Ranger Services principal officer Jim Lester said : ` The number of cocklers in the estuary is much lower than it has been , partly due to the cockle beds being reduced .",Appellations
"` In reality this is not happening , "" said Brecon and Radnor FUW executive officer John Roberts .",Appellations
"US Cup press officer Jim Trecker says : ` If you did n't know the story , you would n't think it was anything out of the ordinary , it looks just like a plain grass field .",Appellations
Star of the Swansea show against the overrun police was CID officer Simon Davies with a hat-trick of tries .,Appellations
There will be a talk from Durham Wildlife Trust development officer Richard Wood .,Appellations
Environmental Health officer Richard Hallows admitted yesterday they are facing a problem and called on the public to help them .,Appellations
"She was already smiling when she arrived with her team -- Palace press officer Dickie Arbiter , Prince Charles 's private secretary Richard Aylard and a man from her protection squad .",Appellations
"Publicity officer Maurice Catchpole said the project , which involved co-operation between rotary clubs in England and Holland , was designed to rekindle the much-needed aid programme .",Appellations
"For environmental health officer John Waite , it 's just another in a long list of complaints about noise .",Appellations
"Standards re-asserted themselves when press officer Daphne Davies took to the floor , wheeling about the boards in a beautiful solo waltz .",Appellations
"MOURNERS at the funeral today of murdered prison officer Jim Peacock will hear a hard-hitting address from the Bishop of Connor , Dr Samuel Poyntz .",Appellations
"In the late 330s , after Alexander had entered and taken over Egypt , his officer Peukestas son of Makartatos put up what is the earliest Greek documentary papyrus from Egypt .",Appellations
"Station officer Peter Smith of West Bromwich Fire Station said : ` We believe the puppy chewed through a box of matches , played with the matches and caused friction which started the fire .",Appellations
"Speaking after the hearing , investigating officer Pc Harry Sexton of Chelmsford Traffic Police revealed the men were caught after a three-month investigation which culminated in seven search warrants being executed simultaneously as 24 officers swooped on the three vehicles .",Appellations
"In 1982 , Kelly and Robert Rigney , chief administrative officer of San Bernardino county , persuaded the state to pay for a real building with isolators .",Appellations
"( Ladislav Bittman , a senior officer of Czech intelligence in the 1960s , has stated that day-to-day supervision by KGB liaison officers extended to departmental level ) .",Appellations
"She married , secondly , in 1808 , an officer of dragoons , Phillips Lloyd Fletcher ( 1782-1863 ) , of Gwernhaylod , Ellesmere , Flintshire .",Appellations
"David Roberts , chief trading standards officer of Shropshire County Council , is another contender .",Appellations
"Richard Holmes , the sales and marketing officer of the YMCA in Sheffield , had managed to get his hands on some .",Appellations
"Helmut Voigt , a former officer of the East German state security police ( Stasi ) , was sentenced in Athens on Sept. 10 to 10 months ' imprisonment for entering the country on a false passport .",Appellations
"On her return , in 1900 , she married George Frederick Myddelton Cornwallis-West ( died 1951 ) , an officer of the Scots Guards , who was a fortnight older than her elder son .",Appellations
"Mobutu had ordered the troops to surround the bank and the Finance Ministry on Oct. 4 , after Tshisekedi had on Oct. 1 dismissed Nyemba Shabani as governor of the bank following the discovery that US$5,000,000 was missing from central reserves . ",Leadership
"As it happens , Peter 's mother is a governor at the school , although this should have had nothing to do with the matter . ",Leadership
He 'd seen many changes in the penal system as a whole and Whitely in particular during his days as Governor at the prison . ,Leadership
Shaikh Abdullah bin Said bin Abdul-Aziz al-Thani became deputy governor at under-secretary level . ,Leadership
He went on to become America 's youngest state governor at 32 . ,Leadership
The governor at Crumlin Road called in the RUC after Sunday Life last week exclusively revealed the major security lapse . ,Leadership
"Jack Steer is the spokesperson for education on the Labour benches , and Harvey Markovitch is a Governor at the Banbury School . ",Leadership
"A potentially explosive element was introduced when Thakin Tun Ok publicly accused Aung San of the headman 's murder , and his widow petitioned the Governor for justice . ",Leadership
I was hauled off in front of the assistant governor for adjudication . ,Leadership
Martin Purtscher ( ÖVP ) was confirmed in office as the provincial governor for a further five-year term . ,Leadership
"He appealed to Miloš to join him , but Miloš judged that the time was inopportune and promptly told the Turkish governor in Belgrade of the plot . ",Leadership
"In 1895 he was made a director of the Bank of England , becoming deputy governor in 1911 and governor in 1913 . ",Leadership
Senior prison governors in Latvia were equivalent in rank to Red Army colonels . ,Leadership
"( Joaquim Francisco was elected Governor of Pernambuco on 15 November , 1990 . ) ",Leadership
"Then , in Sacramento , he underwent a lengthy apprenticeship in the art of executive leadership and was , ultimately , reasonably successful as the governor of a major state . ",Leadership
In 1675 he was elected governor of the Hamburg Company . ,Leadership
-- Reported assassination of Iraqi governor of Kuwait ,Leadership
"Gen. O. P. Malhotra , former Army Chief of Staff , was appointed Governor of Punjab . ",Leadership
"John Hutt , Governor of Western Australia , was thrilled that it was to be an Englishman who was to dispel the mists of ornithological obscurity from the continent . ",Leadership
"HONG Kong will not buckle at the knees over disagreements with China , its governor Chris Patten vowed yesterday . ",Leadership
"The deal is startlingly altruistic , and the racetrack owners are always generous with their political contributions ; but Arizona 's Republican governor , Fife Symington , thinks there is already more than enough gambling in his state . ",Leadership
"The Punjab governor , Mr S.S.Ray , said yesterday : ` Every time the Prime Minister comes to the state , such killings are organised but we will not succumb to such terror tactics . "" ",Leadership
The jail 's acting governor says an inquiry is underway . ,Leadership
Exit the state 's first Republican governor since 1874 . ,Leadership
"In Bihar Mohammed Shafi Qureshi , a former union minister ( most recently of Civil Aviation and Tourism in 1979-80 ) , was named as Governor on March 14 . ",Leadership
"Thank you for the silk , glad you were able to wrest it from the Governor before he set off to Lepcis Magna with it . ",Leadership
Hong Kong politicians called on Mr Major to end months of uncertainty by immediately appointing a new Governor . ,Leadership
"A spokesman for Balding said : ` The governor is looking at both races though he is still more likely to run on Saturday . "" ",Leadership
Nu made his first priority his public insistence of confidence in the Governor and the British Government . ,Leadership
"Thus at the recent governors ' conference on education , Gov. Bill Clinton of Arkansas announced that `` this country needs a comprehensive child-development policy for children under five .",Leadership
`` A comprehensive development policy for governors over 30 would seem to be a more pressing need .,Leadership
QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,Leadership
"1- Sheik Nasr al-Fahdawi , Sheik of AlbuFahd tribe , was nominated to be the governor of Anbar , this man worked so hard fighting the ( Tanzim ) organization , with all he 's got , from money to power , and reputation in Ramadi .",Leadership
"These gardens used to belong to the governor 's mountain lodge , but the building was demolished by the Japanese during the occupation of Hong Kong .",Leadership
"From the lower terminal of the Peak Tram it 's only a short walk to the former governor 's residence , Government House , now a museum .",Leadership
Kowloon 's main street was created by Sir Matthew Nathan when he was governor of Hong Kong at the turn of the 19th century .,Leadership
"In a statement , Californian governor Arnold Schwarzenegger said that `` [ his administration ] is working around the clock to ensure that our brave men and women working on the fires front lines have the resources needed to respond and beat back these fires as quickly as possible . ''",Leadership
"Los Angeles Mayor Antonio Villaraigosa expressed concerns that Los Angeles was on the verge of a blackout , and California Governor Arnold Schwarzenegger has declared the situation a state of emergency .",Leadership
ONE of the three kings in a nativity play was given a sex change in a Christmas message of sexual equality . ,Leadership
"He was prepared to wait a long time to gain the king 's good will , and meanwhile to support the king in his enterprises . ",Leadership
"Even so , he remained with the king in 1387 as Richard prowled the midlands seeking to regain control . ",Leadership
"Delivery vans are the kings of the jungle , but I did n't do too badly in the BMW . ",Leadership
The kings of France paid homage to no one . ,Leadership
"If it was in the aftermath of Penda 's death that Cenwealh re-established himself as king of the Thames valley Saxons , it is likely that he did so with Oswiu 's approval and even support . ",Leadership
In so doing Clovis is thought to have been unique among the kings of the continental successor states . ,Leadership
"` There can only be one king of the castle , as far as male Leos are concerned , "" Julie had continued . ",Leadership
"Their new king , Philip IV , is devoting all his energies and resources to building up alliances in Europe . ",Leadership
"But then , King Richard was n't like most of his fellow kings . ",Leadership
The unexpectedness of this request seems to have taken the king by surprise . ,Leadership
"James 's advisers , especially churchmen who feared that one of Henry 's main motives was to coax their king towards Protestantism and an anti-French alliance , warned against any venture on to English soil . ",Leadership
"He had been king for two and a half years , and he was aged by ten . ",Leadership
"Thucydides credited the Minoan kings with organizing the first naval fleet , and it is possible that the Minoans did indeed have a squadron of specially designed and equipped warships that were ahead of their time . ",Leadership
"Second , he congratulates the king on breaking with the traditions of his ancestors . ",Leadership
No previous Scottish king had ever tried to claim that this was the age when his minority ended . ,Leadership
"Paris says that he conducted himself here in a typically high-handed manner , whilst the Dunstable annalist writes of his boasting before the king and queen that he had the Welsh in the palm of his hand . ",Leadership
"They were supposed to raiding the city regiments and paying for it , there was constant trouble for this , and the man who was appointed colonel by the king , Nicholas Selby , was very unpopular . ",Leadership
"The end of David 's dynasty came in 587 b.c. , when Nebuchadnezzar , King of Babylon , invaded Judah to lay siege to Jerusalem .",Leadership
"After the initial years of Roman administration and political infighting , Rome installed Herod ( scion of a family from Idumea , a Jewish kingdom in the desert ) as King of Judea .",Leadership
"The inscription over the archway reads , `` Cidade do nome de Deus , nao ha outra mais leal '' - `` City of the Name of God , None is More Loyal '' - a bit of praise attributed to Portugal 's King John IV in the 17th century .",Leadership
"No longer therefore , apparently , can we have one minister for health services and one minister for social payments ; but that would be more sensible , all the same . ",Leadership
"That 's how one Irish farm leader sums up commissioner Ray MacSharry , the former minister for agriculture , whose radical reform plan for the CAP has set alarm bells ringing in his native country . ",Leadership
"For example , Hans Dietrich Genscher has been Foreign Minister for the last 18 years . ",Leadership
"THIS WEEK Timothy Raison , minister for Overseas Development , will read a report from his civil servants advising him to hand over control of an international conservation treaty to the Department of the Environment . ",Leadership
"We had two gatherings of businessmen in Brighton and London , attended by the Minister for the Arts , and a new director was appointed for the Lewes All Saints Community Arts Centre . ",Leadership
"Under a female Prime Minister in 1989 , Britain was still very much a man 's world . ",Leadership
"One of your Ministers today admitted on television he had n't read it . "" ",Leadership
"After a week of fevered speculation , John Major , Britain 's prime minister , shuffled his cabinet . ",Leadership
Chief among these were our Minister and his wife . ,Leadership
North Korea 's Prime Minister Yon Hyong Muk stepped across a border normally so secure that neither letters nor telephone calls are allowed through . ,Leadership
Malaysia 's Agriculture Minister Sanusi Junid said ASEAN had agreed to take a common stand to discourage similar actions by other countries . ,Leadership
